Gender,Age,Income,Profession,Work_experience,Family_size
Female,49,68901,Doctor,7,7
Female,41,118621,Homemaker,0,7
Male,34,109263,Entertainment,0,1
Male,82,150012,Healthcare,3,6
Male,37,133850,Marketing,9,3
Female,25,81640,Entertainment,1,6
Female,52,133214,Marketing,9,7
Female,23,186723,Entertainment,8,5
Female,96,92100,Artist,9,3
Male,5,64484,Homemaker,0,5
Female,47,69024,Healthcare,4,5
Male,81,171194,Artist,0,5
Female,4,183282,Artist,1,1
Female,8,100099,Healthcare,1,3
Female,35,164435,Lawyer,1,3
Male,67,172407,Doctor,9,3
Female,9,84781,Executive,1,3
Male,82,186130,Lawyer,3,7
Female,2,56782,Artist,9,5
Male,95,137206,Artist,0,4
Female,9,146950,Doctor,6,5
Female,99,174275,Healthcare,0,2
Male,96,97705,Homemaker,8,2
Male,92,188984,Lawyer,1,4
Male,24,119238,Artist,1,3
Male,58,87923,Entertainment,0,5
Male,15,128573,Executive,1,1
Female,13,132374,Marketing,0,3
Female,51,135164,Artist,9,3
Male,9,165194,Artist,8,3
Male,0,126060,Doctor,1,3
Male,67,89366,Healthcare,9,3
Male,58,95172,Healthcare,1,5
Female,55,95975,Executive,0,1
Female,52,165573,Healthcare,0,7
Male,83,180887,Entertainment,1,1
Female,83,142720,Executive,0,1
Female,90,113460,Lawyer,1,7
Male,87,110434,Artist,7,3
Female,67,146016,Artist,1,6
Male,81,101073,Executive,0,7
Female,36,62617,Artist,9,3
Female,51,96028,Artist,0,5
Female,31,186334,Artist,0,1
Female,57,163473,Artist,0,1
Male,83,89819,Artist,4,2
Female,51,69388,Engineer,3,4
Female,15,134748,Marketing,1,6
Female,18,149915,Doctor,14,1
Female,88,104098,Healthcare,1,6
Male,70,80160,Artist,8,5
Male,9,124125,Artist,1,2
Male,6,170226,Lawyer,0,3
Female,8,53306,Engineer,0,2
Male,55,103933,Executive,6,3
Female,69,85401,Entertainment,4,6
Female,18,53812,Homemaker,9,5
Female,13,60771,Entertainment,1,7
Female,69,56398,Entertainment,8,3
Female,69,171118,Engineer,9,3
Male,69,79806,Healthcare,0,5
Female,89,150187,Healthcare,0,5
Female,45,129455,Lawyer,0,3
Female,75,116813,Entertainment,10,6
Female,54,95734,Homemaker,8,7
Male,33,76654,Artist,4,1
Male,67,86289,Artist,1,5
Male,26,176147,Healthcare,0,1
Female,5,142351,Entertainment,0,7
Male,65,186673,Doctor,1,1
Female,94,131521,Artist,0,6
Female,95,50223,Entertainment,8,1
Female,48,74308,Entertainment,1,2
Female,41,155881,Lawyer,0,7
Female,92,168303,Executive,9,4
Male,44,182748,Engineer,1,7
Female,35,52374,Artist,1,1
Female,34,86154,Doctor,1,2
Female,52,163612,Executive,0,5
Female,64,64756,Marketing,10,1
Male,62,185257,Artist,1,4
Male,58,78669,Artist,1,7
Male,15,164520,Artist,1,7
Female,65,92135,Homemaker,6,4
Male,20,103195,Doctor,0,7
Female,21,161663,Executive,1,7
Female,79,57039,Artist,2,6
Female,91,54754,Artist,0,2
Female,92,136531,Engineer,1,4
Male,62,120838,Artist,1,4
Male,94,127927,Doctor,0,4
Male,10,164214,Lawyer,0,4
Female,53,145498,Artist,8,4
Male,7,129215,Entertainment,9,6
Female,92,152429,Entertainment,0,2
Female,12,89252,Entertainment,0,5
Female,31,147447,Doctor,6,7
Female,93,74467,Lawyer,5,1
Female,66,127410,Engineer,8,2
Male,49,91290,Healthcare,7,7
Female,64,92812,Artist,5,7
Female,27,170166,Artist,10,4
Female,33,150823,Artist,4,1
Male,79,95839,Executive,7,2
Female,14,60175,Executive,9,7
Female,22,153024,Artist,10,7
Female,8,116858,Artist,5,7
Female,6,122961,Doctor,8,2
Male,81,141471,Artist,8,6
Male,69,76155,Healthcare,8,7
Male,0,108169,Executive,10,3
Female,61,139520,Artist,8,4
Male,62,182631,Artist,5,3
Female,95,177134,Healthcare,10,2
Female,32,181703,Lawyer,6,2
Female,13,61917,Artist,7,2
Female,1,140648,Executive,9,7
Female,63,176783,Doctor,9,4
Male,75,59741,Artist,10,5
Female,43,156567,Engineer,7,6
Female,29,110309,Artist,6,2
Female,82,111077,Artist,9,7
Female,87,170333,Entertainment,4,2
Male,66,183339,Artist,7,4
Female,99,84167,Artist,10,7
Female,54,184815,Lawyer,6,3
Female,49,122556,Artist,9,7
Female,60,174768,Entertainment,9,2
Male,75,172309,Executive,4,1
Male,77,117920,Doctor,10,4
Male,34,134882,Artist,10,3
Female,63,77259,Lawyer,6,6
Male,38,170019,Artist,7,2
Female,68,176884,Engineer,10,2
Female,80,106709,Marketing,10,2
Female,8,168723,Homemaker,7,2
Female,86,90228,Engineer,7,5
Female,1,89473,Lawyer,10,4
Male,56,131911,Healthcare,7,7
Female,14,140107,Marketing,6,6
Female,4,170403,Artist,4,5
Female,58,51416,,7,5
Female,6,52648,Artist,5,2
Male,17,125471,Engineer,7,1
Female,55,106153,Artist,10,1
Male,14,124785,Lawyer,7,2
Female,22,101474,Homemaker,10,2
Female,8,141359,Healthcare,4,5
Female,70,57596,Artist,4,1
Female,67,78489,Artist,7,5
Male,50,112957,Executive,5,3
Male,72,82377,Engineer,9,2
Male,76,82315,Engineer,6,1
Male,80,93253,Artist,4,5
Male,20,189650,Lawyer,8,4
Female,89,114858,Artist,10,1
Female,18,62151,Artist,8,2
Female,75,135159,Engineer,7,6
Female,5,126263,Marketing,6,3
Female,79,123064,Artist,10,4
Female,31,181773,Healthcare,8,1
Male,92,171794,Artist,6,5
Female,15,156339,Homemaker,6,2
Male,94,65483,Marketing,10,7
Female,35,145654,Executive,6,3
Female,68,91609,Entertainment,8,1
Female,29,53002,Lawyer,5,5
Male,87,115699,Healthcare,9,1
Male,33,149609,Executive,9,2
Female,29,165254,Executive,9,7
Male,43,50418,Healthcare,5,1
Male,43,103531,Artist,10,5
Female,66,184060,Artist,10,5
Male,23,75961,Executive,5,7
Male,87,174163,Artist,4,2
Female,81,105255,Executive,8,3
Male,42,51860,Lawyer,4,5
Female,32,185218,Healthcare,4,6
Male,7,189709,Artist,6,6
Female,91,134665,Artist,7,2
Male,95,91352,Doctor,7,3
Female,10,154623,Artist,6,6
Female,20,113767,Artist,6,2
Male,5,160469,Lawyer,8,1
Female,84,99418,Artist,4,2
Male,54,56215,Healthcare,10,4
Male,12,55639,Healthcare,8,1
Female,90,62504,Artist,10,4
Female,19,151382,Lawyer,1,1
Female,91,156574,Marketing,0,7
Female,90,60998,Entertainment,1,7
Female,60,108509,Doctor,0,2
Female,68,85540,Homemaker,9,1
Female,43,73915,Artist,11,2
Male,52,148901,Healthcare,4,4
Male,81,152602,Entertainment,0,1
Female,54,58999,Entertainment,7,3
Female,43,133740,Artist,5,4
Female,20,113217,Lawyer,9,1
Female,71,60209,Artist,1,3
Female,26,145491,Entertainment,9,5
Female,75,61393,Doctor,7,5
Female,52,133252,Artist,1,1
Female,40,187234,Doctor,0,5
Male,5,145563,Entertainment,9,6
Female,46,165810,Healthcare,3,5
Male,98,125181,Artist,0,7
Female,84,56809,Healthcare,1,2
Male,35,69419,Healthcare,9,1
Female,78,70689,Artist,1,4
Male,64,55011,Artist,1,7
Female,98,87955,Engineer,0,2
Male,66,153660,Healthcare,0,5
Male,32,104494,Healthcare,6,4
Male,22,184443,Executive,3,7
Female,17,150778,Entertainment,1,7
Female,22,88729,Engineer,1,1
Male,9,151902,Artist,0,2
Male,24,51604,Artist,0,2
Female,8,157316,Artist,9,3
Female,52,125508,Artist,1,6
Male,62,186157,Healthcare,1,1
Female,37,169381,Entertainment,0,4
Male,68,110195,Homemaker,9,2
Female,63,81199,Entertainment,1,2
Female,15,58459,Executive,0,6
Female,44,173682,Artist,12,6
Male,18,162983,Entertainment,0,6
Male,30,94480,Executive,0,4
Female,69,168710,Doctor,1,4
Male,16,150193,Engineer,2,2
Female,71,91823,Artist,1,4
Female,24,173091,Entertainment,6,2
Male,57,102692,Healthcare,0,2
Male,97,156812,Healthcare,0,6
Male,68,51468,Artist,0,3
Female,11,114071,Healthcare,0,2
Female,63,155638,,1,4
Male,68,129971,Artist,8,3
Female,69,104160,Engineer,4,4
Female,77,124995,Healthcare,0,1
Female,73,180437,Entertainment,1,5
Female,19,134644,Executive,1,2
Female,1,130089,Artist,0,5
Male,71,149318,Artist,4,1
Male,6,125591,Healthcare,8,6
Female,68,173047,Healthcare,0,3
Female,39,61298,Artist,0,5
Male,75,132993,Entertainment,8,2
Female,65,72313,Lawyer,1,5
Female,30,84885,Entertainment,6,5
Male,46,126228,Marketing,8,2
Male,40,51199,Executive,7,7
Female,40,54631,Artist,0,6
Female,20,131810,Healthcare,5,7
Male,88,138482,Marketing,8,4
Male,85,74081,Healthcare,4,3
Male,94,112426,Engineer,9,6
Female,52,164038,,5,4
Female,68,53552,Marketing,7,6
Male,15,142147,Artist,8,4
Male,4,180324,Artist,9,2
Male,59,149067,Doctor,9,7
Male,32,184408,Entertainment,6,7
Female,8,59116,Artist,10,6
Female,92,174786,Executive,4,3
Male,9,71076,Artist,8,1
Female,41,56837,Healthcare,8,4
Female,18,134752,Engineer,6,5
Female,78,112887,Entertainment,9,6
Female,0,73128,Artist,7,5
Female,11,152765,Healthcare,8,1
Female,36,140637,Executive,8,7
Male,46,137973,Healthcare,7,7
Female,95,126791,Artist,6,4
Female,97,75125,Executive,8,3
Male,2,101718,Executive,8,3
Female,94,69654,Homemaker,4,4
Female,0,105935,Doctor,4,5
Male,3,74607,Healthcare,6,1
Male,77,151985,Healthcare,4,7
Male,70,76892,Executive,5,2
Male,58,87602,Executive,5,3
Male,72,182317,Healthcare,8,6
Male,90,158280,Executive,6,7
Female,23,59905,,7,5
Female,87,128153,Artist,7,6
Male,64,142612,Doctor,4,6
Female,15,180163,Doctor,10,7
Female,14,68009,Artist,9,3
Male,54,166183,Artist,7,6
Male,76,132537,Doctor,5,3
Female,76,146308,Artist,5,1
Female,52,63454,Artist,5,5
Male,96,110519,Artist,9,4
Female,55,66728,Healthcare,10,5
Female,54,170638,Artist,4,5
Male,19,129635,Artist,6,4
Male,29,133587,Marketing,5,3
Male,96,126225,Engineer,7,4
Female,20,148776,Artist,8,5
Female,91,142602,Lawyer,7,6
Male,37,102413,Healthcare,5,5
Male,42,68765,Entertainment,4,1
Male,1,57522,Artist,10,5
Female,58,149237,Entertainment,8,6
Female,42,184844,Entertainment,6,1
Female,48,131656,Lawyer,9,6
Female,11,181026,Marketing,6,2
Male,59,101698,Artist,9,3
Female,45,152560,Entertainment,9,2
Male,73,142502,Doctor,5,1
Female,85,155432,Engineer,4,6
Female,70,108544,Entertainment,4,5
Female,52,106530,Engineer,7,2
Male,70,124359,Homemaker,7,7
Female,88,146970,Artist,7,6
Male,61,182176,Artist,9,5
Female,46,114435,Artist,8,3
Male,65,134213,Homemaker,8,4
Female,84,115580,Entertainment,8,5
Female,76,124034,Executive,10,2
Male,31,67894,Doctor,9,1
Male,55,107099,Executive,4,6
Male,45,140263,Entertainment,10,5
Male,98,104249,Engineer,5,2
Male,40,168821,Executive,4,5
Female,14,153145,Healthcare,8,6
Female,41,128960,Executive,9,4
Male,60,127438,Engineer,7,2
Male,60,125968,Lawyer,8,2
Male,84,104589,Artist,10,2
Male,0,165321,Doctor,8,1
Female,10,86925,Artist,7,2
Female,62,149797,Artist,5,6
Male,33,137094,Lawyer,4,1
Female,52,55395,Marketing,10,1
Female,2,153622,Lawyer,6,6
Male,27,74050,Entertainment,8,1
Female,4,68094,Doctor,4,7
Male,63,59244,Artist,7,1
Female,54,118944,Artist,4,4
Female,47,75293,Doctor,6,7
Female,30,166983,Artist,7,3
Female,97,129444,Entertainment,5,6
Male,94,181183,Marketing,9,3
Female,64,175254,Artist,9,5
Female,19,54121,Engineer,6,3
Female,71,184387,Artist,8,7
Female,91,73158,Doctor,7,7
Male,87,90961,Healthcare,9,2
Male,77,182109,Executive,7,2
Male,90,110610,Entertainment,5,2
